Date,Open,High,Low,Close,Adj Close,Volume
2018-12-12,null,null,null,null,null,null
2018-12-13,3800.000000,3800.000000,3730.000000,3740.000000,3607.173340,15609300
2018-12-14,3740.000000,3800.000000,3730.000000,3780.000000,3645.752930,13107500
2018-12-17,3750.000000,3780.000000,3670.000000,3670.000000,3539.659424,20661200
2018-12-18,3650.000000,3660.000000,3590.000000,3650.000000,3520.369873,22519500
2018-12-19,3610.000000,3830.000000,3610.000000,3820.000000,3684.332275,40480400
2018-12-20,3800.000000,3850.000000,3740.000000,3840.000000,3703.621826,17277200
2018-12-21,3840.000000,3920.000000,3810.000000,3910.000000,3771.135742,37751300
2018-12-24,3910.000000,3910.000000,3910.000000,3910.000000,3771.135742,0
2018-12-25,3910.000000,3910.000000,3910.000000,3910.000000,3771.135742,0
2018-12-26,3870.000000,3900.000000,3830.000000,3870.000000,3732.556396,11653700
2018-12-27,3900.000000,3920.000000,3820.000000,3850.000000,3713.266846,14439200
2018-12-28,3850.000000,3870.000000,3710.000000,3710.000000,3578.238770,19388400
2018-12-31,3710.000000,3710.000000,3710.000000,3710.000000,3578.238770,0
2019-01-01,3710.000000,3710.000000,3710.000000,3710.000000,3578.238770,0
2019-01-02,3750.000000,3810.000000,3720.000000,3770.000000,3636.107910,8742100
2019-01-03,3810.000000,3890.000000,3800.000000,3890.000000,3751.846191,19473300
2019-01-04,3890.000000,4010.000000,3840.000000,3970.000000,3829.004883,47501900
2019-01-07,4030.000000,4080.000000,3910.000000,3910.000000,3771.135742,19885100
2019-01-08,3950.000000,3950.000000,3830.000000,3840.000000,3703.621826,26167600
2019-01-09,3870.000000,3870.000000,3800.000000,3810.000000,3674.687256,15771100
2019-01-10,3830.000000,3850.000000,3800.000000,3850.000000,3713.266846,24229000
2019-01-11,3870.000000,3890.000000,3810.000000,3850.000000,3713.266846,16362300
2019-01-14,3840.000000,3840.000000,3760.000000,3790.000000,3655.397705,19569100
2019-01-15,3800.000000,3880.000000,3770.000000,3850.000000,3713.266846,25894100
2019-01-16,3870.000000,3900.000000,3810.000000,3850.000000,3713.266846,28995200
2019-01-17,3870.000000,3870.000000,3780.000000,3790.000000,3655.397705,22696000
2019-01-18,3840.000000,3840.000000,3720.000000,3730.000000,3597.528564,44960100
2019-01-21,3750.000000,3770.000000,3710.000000,3730.000000,3597.528564,21538200
2019-01-22,3740.000000,3770.000000,3730.000000,3770.000000,3636.107910,28914200
2019-01-23,3770.000000,3810.000000,3750.000000,3750.000000,3616.818359,25790300
2019-01-24,3790.000000,3790.000000,3710.000000,3710.000000,3578.238770,23250000
2019-01-25,3710.000000,3750.000000,3690.000000,3700.000000,3568.593994,25095500
2019-01-28,3710.000000,3730.000000,3660.000000,3710.000000,3578.238770,28647300
2019-01-29,3740.000000,3780.000000,3720.000000,3730.000000,3597.528564,22239500
2019-01-30,3770.000000,3810.000000,3750.000000,3800.000000,3665.042480,29146000
2019-01-31,3820.000000,3840.000000,3800.000000,3830.000000,3693.977051,64438300
2019-02-01,3850.000000,3850.000000,3770.000000,3780.000000,3645.752930,22492800
2019-02-04,3790.000000,3820.000000,3690.000000,3700.000000,3568.593994,36408400
2019-02-05,3700.000000,3700.000000,3700.000000,3700.000000,3568.593994,0
2019-02-06,3720.000000,3750.000000,3700.000000,3720.000000,3587.883789,21287200
2019-02-07,3740.000000,3750.000000,3690.000000,3710.000000,3578.238770,10689300
2019-02-08,3710.000000,3750.000000,3690.000000,3750.000000,3616.818359,11098300
2019-02-11,3760.000000,3760.000000,3700.000000,3700.000000,3568.593994,7450700
2019-02-12,3700.000000,3760.000000,3690.000000,3760.000000,3626.463135,19399200
2019-02-13,3770.000000,3790.000000,3720.000000,3720.000000,3587.883789,16470200
2019-02-14,3720.000000,3790.000000,3720.000000,3770.000000,3636.107910,20809800
2019-02-15,3790.000000,3790.000000,3700.000000,3700.000000,3568.593994,18208400
2019-02-18,3740.000000,3820.000000,3740.000000,3810.000000,3674.687256,26976200
2019-02-19,3810.000000,3840.000000,3780.000000,3800.000000,3665.042480,9182800
2019-02-20,3780.000000,3810.000000,3720.000000,3790.000000,3655.397705,23881700
2019-02-21,3780.000000,3800.000000,3740.000000,3800.000000,3665.042480,11596700
2019-02-22,3760.000000,3780.000000,3720.000000,3760.000000,3626.463135,15981800
2019-02-25,3780.000000,3850.000000,3740.000000,3750.000000,3616.818359,25793000
2019-02-26,3750.000000,3790.000000,3720.000000,3790.000000,3655.397705,18226000
2019-02-27,3790.000000,3840.000000,3770.000000,3820.000000,3684.332275,31034800
2019-02-28,3820.000000,3830.000000,3770.000000,3800.000000,3665.042480,19092500
2019-03-01,3820.000000,3930.000000,3800.000000,3920.000000,3780.780762,41805500
2019-03-04,3920.000000,4030.000000,3850.000000,3880.000000,3742.201416,34185500
2019-03-05,3870.000000,3870.000000,3800.000000,3820.000000,3684.332275,17675100
2019-03-06,3830.000000,3840.000000,3780.000000,3790.000000,3655.397705,15311700
2019-03-07,3790.000000,3790.000000,3790.000000,3790.000000,3655.397705,0
2019-03-08,3770.000000,3820.000000,3770.000000,3770.000000,3636.107910,10686300
2019-03-11,3800.000000,3800.000000,3750.000000,3760.000000,3626.463135,5334400
2019-03-12,3810.000000,3810.000000,3770.000000,3770.000000,3636.107910,6566500
2019-03-13,3820.000000,3850.000000,3810.000000,3830.000000,3693.977051,11295400
2019-03-14,3840.000000,3850.000000,3770.000000,3790.000000,3655.397705,4780500
2019-03-15,3820.000000,3850.000000,3810.000000,3850.000000,3713.266846,11214100
2019-03-18,3820.000000,3840.000000,3790.000000,3810.000000,3674.687256,6313000
2019-03-19,3840.000000,3840.000000,3730.000000,3740.000000,3607.173340,27961000
2019-03-20,3760.000000,3780.000000,3730.000000,3740.000000,3607.173340,12421900
2019-03-21,3770.000000,3780.000000,3750.000000,3760.000000,3626.463135,8543900
2019-03-22,3780.000000,3810.000000,3770.000000,3800.000000,3665.042480,14688200
2019-03-25,3750.000000,3800.000000,3730.000000,3750.000000,3616.818359,10878500
2019-03-26,3770.000000,3800.000000,3750.000000,3800.000000,3665.042480,11130400
2019-03-27,3800.000000,3810.000000,3770.000000,3770.000000,3636.107910,3894500
2019-03-28,3780.000000,3790.000000,3770.000000,3780.000000,3645.752930,3549000
2019-03-29,3800.000000,3800.000000,3750.000000,3790.000000,3655.397705,7978200
2019-04-01,3790.000000,3800.000000,3750.000000,3790.000000,3655.397705,6818900
2019-04-02,3770.000000,3800.000000,3770.000000,3800.000000,3665.042480,6912600
2019-04-03,3800.000000,3800.000000,3800.000000,3800.000000,3665.042480,0
2019-04-04,3800.000000,3810.000000,3750.000000,3770.000000,3636.107910,6498500
2019-04-05,3770.000000,3770.000000,3730.000000,3740.000000,3607.173340,12113000
2019-04-08,3730.000000,3740.000000,3610.000000,3630.000000,3501.080078,30844700
2019-04-09,3640.000000,3670.000000,3580.000000,3610.000000,3481.790283,18363300
2019-04-10,3590.000000,3640.000000,3580.000000,3580.000000,3452.855957,10461700
2019-04-11,3600.000000,3630.000000,3550.000000,3560.000000,3433.566162,12824400
2019-04-12,3540.000000,3610.000000,3540.000000,3610.000000,3481.790283,6651500
2019-04-15,3620.000000,3730.000000,3620.000000,3700.000000,3568.593994,24871200
2019-04-16,3730.000000,3750.000000,3700.000000,3730.000000,3597.528564,18791400
2019-04-17,3730.000000,3730.000000,3730.000000,3730.000000,3597.528564,0
2019-04-18,3810.000000,3810.000000,3630.000000,3630.000000,3501.080078,22691800
2019-04-19,3630.000000,3630.000000,3630.000000,3630.000000,3501.080078,0
2019-04-22,3650.000000,3650.000000,3430.000000,3440.000000,3317.827881,80193100
2019-04-23,3440.000000,3510.000000,3410.000000,3460.000000,3337.117676,23759800
2019-04-24,3460.000000,3500.000000,3430.000000,3440.000000,3317.827881,22979900
2019-04-25,3450.000000,3450.000000,3380.000000,3390.000000,3269.603760,24610300
2019-04-26,3380.000000,3420.000000,3360.000000,3370.000000,3250.313965,27689100
2019-04-29,3400.000000,3520.000000,3390.000000,3480.000000,3356.407471,31802400
2019-04-30,3480.000000,3510.000000,3450.000000,3500.000000,3375.697021,35654000
2019-05-01,3500.000000,3500.000000,3500.000000,3500.000000,3375.697021,0
2019-05-02,3500.000000,3510.000000,3390.000000,3390.000000,3269.603760,32408000
2019-05-03,3390.000000,3400.000000,3350.000000,3360.000000,3240.669189,23846100
2019-05-06,3340.000000,3430.000000,3320.000000,3390.000000,3269.603760,9985600
2019-05-07,3400.000000,3450.000000,3370.000000,3390.000000,3269.603760,29074700
2019-05-08,3370.000000,3420.000000,3340.000000,3360.000000,3240.669189,18926500
2019-05-09,3400.000000,3550.000000,3400.000000,3550.000000,3423.921387,66871600
