Date,Open,High,Low,Close,Adj Close,Volume
2019-02-28,920.000000,920.000000,875.000000,875.000000,875.000000,54825900
2019-03-01,880.000000,915.000000,880.000000,905.000000,905.000000,23411800
2019-03-04,910.000000,915.000000,895.000000,905.000000,905.000000,18280300
2019-03-05,910.000000,910.000000,885.000000,895.000000,895.000000,18007100
2019-03-06,895.000000,895.000000,875.000000,880.000000,880.000000,12587700
2019-03-07,880.000000,880.000000,880.000000,880.000000,880.000000,0
2019-03-08,880.000000,880.000000,865.000000,875.000000,875.000000,9094600
2019-03-11,875.000000,885.000000,855.000000,860.000000,860.000000,14773400
2019-03-12,860.000000,875.000000,855.000000,865.000000,865.000000,6172600
2019-03-13,870.000000,875.000000,860.000000,865.000000,865.000000,4562100
2019-03-14,870.000000,885.000000,870.000000,885.000000,885.000000,10336900
2019-03-15,890.000000,910.000000,885.000000,905.000000,905.000000,19886900
2019-03-18,895.000000,940.000000,890.000000,940.000000,940.000000,59802400
2019-03-19,940.000000,950.000000,920.000000,935.000000,935.000000,27433600
2019-03-20,940.000000,940.000000,925.000000,930.000000,930.000000,12860400
2019-03-21,940.000000,1000.000000,940.000000,980.000000,980.000000,139871500
2019-03-22,990.000000,1030.000000,975.000000,1025.000000,1025.000000,127601900
2019-03-25,970.000000,1015.000000,970.000000,1005.000000,1005.000000,36528000
2019-03-26,1010.000000,1045.000000,1005.000000,1035.000000,1035.000000,59756200
2019-03-27,1035.000000,1040.000000,1015.000000,1015.000000,1015.000000,10881800
2019-03-28,1000.000000,1015.000000,985.000000,995.000000,995.000000,11571000
2019-03-29,995.000000,1040.000000,990.000000,1005.000000,1005.000000,13756600
2019-04-01,1020.000000,1100.000000,1010.000000,1090.000000,1090.000000,93248400
2019-04-02,1090.000000,1115.000000,1075.000000,1100.000000,1100.000000,60863700
2019-04-03,1100.000000,1100.000000,1100.000000,1100.000000,1100.000000,0
2019-04-04,1090.000000,1125.000000,1090.000000,1105.000000,1105.000000,22902500
2019-04-05,1120.000000,1120.000000,1085.000000,1100.000000,1100.000000,14380600
2019-04-08,1090.000000,1110.000000,1070.000000,1085.000000,1085.000000,27544300
2019-04-09,1090.000000,1155.000000,1090.000000,1140.000000,1140.000000,48581900
2019-04-10,1145.000000,1150.000000,1130.000000,1140.000000,1140.000000,10039200
2019-04-11,1130.000000,1145.000000,1120.000000,1130.000000,1130.000000,11651400
2019-04-12,1125.000000,1130.000000,1115.000000,1115.000000,1115.000000,16997100
2019-04-15,1115.000000,1155.000000,1115.000000,1135.000000,1135.000000,27245200
2019-04-16,1105.000000,1170.000000,1105.000000,1160.000000,1160.000000,34104200
2019-04-17,1160.000000,1160.000000,1160.000000,1160.000000,1160.000000,0
2019-04-18,1175.000000,1245.000000,1175.000000,1245.000000,1245.000000,101000700
2019-04-19,1245.000000,1245.000000,1245.000000,1245.000000,1245.000000,0
2019-04-22,1250.000000,1250.000000,1165.000000,1185.000000,1185.000000,34636100
2019-04-23,1185.000000,1225.000000,1175.000000,1220.000000,1220.000000,14157200
2019-04-24,1220.000000,1245.000000,1175.000000,1185.000000,1185.000000,38854000
2019-04-25,1185.000000,1190.000000,1125.000000,1130.000000,1130.000000,41023900
2019-04-26,1160.000000,1160.000000,1080.000000,1135.000000,1135.000000,10027300
2019-04-29,1135.000000,1160.000000,1130.000000,1140.000000,1140.000000,15977600
2019-04-30,1145.000000,1155.000000,1115.000000,1130.000000,1130.000000,23724100
2019-05-01,1130.000000,1130.000000,1130.000000,1130.000000,1130.000000,0
2019-05-02,1130.000000,1150.000000,1050.000000,1060.000000,1060.000000,20063300
2019-05-03,1060.000000,1065.000000,1010.000000,1040.000000,1040.000000,22709500
2019-05-06,1020.000000,1040.000000,995.000000,1020.000000,1020.000000,14315600
2019-05-07,1020.000000,1075.000000,1020.000000,1050.000000,1050.000000,10945900
2019-05-08,1040.000000,1080.000000,1030.000000,1065.000000,1065.000000,13993100
2019-05-09,1065.000000,1090.000000,1050.000000,1060.000000,1060.000000,23806700
2019-05-10,1065.000000,1110.000000,1030.000000,1090.000000,1090.000000,21867700
2019-05-13,1090.000000,1100.000000,1015.000000,1015.000000,1015.000000,16735500
2019-05-14,1025.000000,1030.000000,965.000000,1015.000000,1015.000000,29492700
2019-05-15,1010.000000,1025.000000,970.000000,970.000000,970.000000,15807700
2019-05-16,970.000000,980.000000,915.000000,925.000000,925.000000,22373000
2019-05-17,925.000000,945.000000,905.000000,905.000000,905.000000,13087800
2019-05-20,920.000000,925.000000,880.000000,900.000000,900.000000,16655400
2019-05-21,900.000000,945.000000,870.000000,900.000000,900.000000,35286500
2019-05-22,905.000000,905.000000,880.000000,900.000000,900.000000,11104100
2019-05-23,905.000000,940.000000,900.000000,935.000000,935.000000,35952500
2019-05-24,935.000000,1005.000000,925.000000,1000.000000,1000.000000,33998300
2019-05-27,1000.000000,1040.000000,995.000000,1010.000000,1010.000000,36548400
2019-05-28,1010.000000,1025.000000,930.000000,930.000000,930.000000,46297700
2019-05-29,940.000000,975.000000,930.000000,950.000000,950.000000,32291700
2019-05-30,950.000000,950.000000,950.000000,950.000000,950.000000,0
2019-05-31,950.000000,990.000000,950.000000,980.000000,980.000000,32688300
2019-06-03,980.000000,980.000000,980.000000,980.000000,980.000000,0
2019-06-04,980.000000,980.000000,980.000000,980.000000,980.000000,0
2019-06-05,980.000000,980.000000,980.000000,980.000000,980.000000,0
2019-06-06,980.000000,980.000000,980.000000,980.000000,980.000000,0
2019-06-07,980.000000,980.000000,980.000000,980.000000,980.000000,0
2019-06-10,1005.000000,1075.000000,975.000000,1045.000000,1045.000000,115033900
2019-06-11,1055.000000,1060.000000,1030.000000,1050.000000,1050.000000,31727200
2019-06-12,1050.000000,1085.000000,1035.000000,1045.000000,1045.000000,28350800
